,Taman Situ Lembang
,4.6
, -5,526 
,Scenic park with a small fishing pond
,Mangrove Ecotourism Centre PIK
,4.3
, -4,247 
,Urban forest boardwalk & fishing spots
,Gedung Joang '45
,4.6
, -1,338 
,Modest museum of Indonesian history
,Kawasan Ancol
,Bentara Budaya Jakarta
,4.6
, -2,179 
, Art, art exhibition, and visual arts 
,Trans Snow World Bintaro
,4.5
, -1,431 
,Winter sport center with chairlift rides
,Mayestik Market
,4.5
, -30,343 
, 10 floors of vendors, including textiles 
,Dia.lo.gue
,4.5
, -2,552 
,Modern art center with exhibits & a cafe
,Pantjoran Pantai Indah Kapuk
,4.7
, -5,184 
,Street food in an old-school Chinatown
,Schmutzer Primate Center
,4.4
,-718
, Zoo, gorillas, orangutans, and macaques 
,Immanuel Church
,4.7
,-859
,19th-century church with a pipe organ
,Candra Naya Building
,4.6
,-593
,Masjid Ramlie Musofa
,4.9
, -9,041 
,Imposing domed & white-painted mosque
,Unit Pengelola Kawasan Perkampungan Budaya Betawi Setu Babakan
,4.5
, -8,993 
,Place to learn about Betawi culture
,Diamant Kasteel Brug
,4.4
, -1,594 
,17th-century colonial bridge
,Barito Park
,4.5
, -7,582 
, Leafy park with a lake, path & gazebos 
,Dinosaur Adventure
,4.6
, -2,930 
,Park and garden
,Salihara Arts Center
,4.6
, -2,121 
,Cultural center with a cafe & garden
,Alive Museum Ancol
,4.3
, -1,184 
,Wax museum with many photo ops
,Museum di Tengah Kebun
,4.7
,-252
,Museum
